text,intent
I have problems with canceling purchase {{Order Number}},cancel_order
I'm trying to check what hours i can reach customer suport,contact_customer_service
I want help to see the delivery options,delivery_options
I'm trying to report issues with online payment,payment_issue
need help informing of errors with online payment,payment_issue
I need assistance canceling purchase {{Order Number}},cancel_order
help to check in which cases can I ask to be refunded,check_refund_policy
I am trying to check what hours I can call customer support,contact_customer_service
want assistance to see how long reimbirsements take,check_refund_policy
I need assistance seeing your goddamn money back guarantee,check_refund_policy
can ya help me to see my compensation current status,track_refund
I cannot find the early termination charges,check_cancellation_fee
"I have to check the termination fees, help me",check_cancellation_fee
in which situations can I request the damn refunds?,check_refund_policy
can you help me see what delivery options I have?,delivery_options
talk to customer assistance,contact_customer_service
can uhelp me see what hours i can contact customer service,contact_customer_service
where can i check the cancellation penalty,check_cancellation_fee
want assistance to cancel pyrchase {{Order Number}},cancel_order
notify of trouble with payment,payment_issue
do you deliver to {{Delivery City}}?,delivery_options
I want help to see in what situations can I ask for refunds,check_refund_policy
where can i see what delivery methods i can choose,delivery_options
i dont know how to inform of a payment error,payment_issue
where can i check what hours i can contact customer service,contact_customer_service
payment issue,payment_issue
"I have to talk to customer support, can I get some help?",contact_customer_service
is it possbile to see the withdrawal fees?,check_cancellation_fee
help me see what hours I can call customer support,contact_customer_service
I need help informing of an issue with payment,payment_issue
where to see at what time customer assistance available is?,contact_customer_service
"I bought some articles, how to cancel order {{Order Number}}?",cancel_order
can i place an order from {{Delivery Country}},delivery_options
i do not know what to do to speak to customer service,contact_customer_service
assistance to check the reimbursement status,track_refund
I expect an compensation of {{Refund Amount}} dollars,track_refund
I can no longer pay for order {{Order Number}},cancel_order
can you help me see what options for delivery I have?,delivery_options
want help to inform of errors with payments,payment_issue
I want help cancellkng purchase {{Order Number}},cancel_order
can you help me notifying of a trouble with online payments?,payment_issue
could you give me information about the shipment methods?,delivery_options
i want assisgance cancelling order {{Order Number}},cancel_order
assistance to notify of an error with online payment,payment_issue
I'm trying to get in touch with bloody customer service,contact_customer_service
"I ordered some items, need help cancelling the last purchase",cancel_order
want assistance to see the shipping options,delivery_options
I am trying to cancel purchase {{Order Number}},cancel_order
I'm calling to check the shipping options,delivery_options
"I expect a refund of {{Refund Amount}} dollars, has it been processed?",track_refund
need help solving an error wity online payments,payment_issue
how do I cancel purchase {{Order Number}}?,cancel_order
are the charges of ur services reimbursable,check_refund_policy
can you help me seeing the withdrawal penalty?,check_cancellation_fee
"I want to check the termination charge, help me",check_cancellation_fee
can i order from {{Delivery Country}},delivery_options
I have an error updating my fucking shipping address,change_shipping_address
can you help me check the rebate current status?,track_refund
I want help cancelling purchase {{Order Number}},cancel_order
where can I see the status of the restitution?,track_refund
question about cancellung purchase {{Order Number}},cancel_order
i expect a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
what do i have to do to see the cancellation penalty,check_cancellation_fee
help me contacting customer assistance,contact_customer_service
is it possible to order from {{Delivery City}}?,delivery_options
can you show me in what situations can I ask for refunds?,check_refund_policy
want assistance seeing the withdrawal charge,check_cancellation_fee
show me the cancellation penalty,check_cancellation_fee
"I can't find the early termination penalties, help me",check_cancellation_fee
how can I see what hours I cn contact customer support?,contact_customer_service
assistance trying to modify the address,change_shipping_address
do you deliver to {{Delivery City}}?,delivery_options
I am waiting for an restitution of {{Refund Amount}} dollars,track_refund
I don't know what to do to check the early exit fee,check_cancellation_fee
canceling purchase {{Order Number}},cancel_order
helpme check your refund policy,check_refund_policy
could you help me canceling purchase {{Order Number}}?,cancel_order
i dont know how to inform of paymentissues,payment_issue
can I check what delivery methods I can choose?,delivery_options
assistance checking the goddamn termination penalties,check_cancellation_fee
can you help me check what options for delivery you offer?,delivery_options
I'm waiting for a reimbursement of {{Refund Amount}} dollars,track_refund
ya have a free of charge phone no to call customer service,contact_customer_service
i cant make payments help to report issues with payments,payment_issue
I need help seeing in which cases can I ask to be reimbursed,check_refund_policy
can you tell me more about modifying my shipping address?,change_shipping_address
I can't afford purchase {{Order Number}},cancel_order
assistance to see at what time I can reach customer support,contact_customer_service
need assistance with canceling order {{Order Number}},cancel_order
do ya ship toHungary,delivery_options
need to know if there is anything new on the restitution,track_refund
help me seeing how long refunds take,check_refund_policy
want help trying to edit my addres,change_shipping_address
"I have got to check my reimbursement status, help me",track_refund
how do I see what hours I can contact customer service?,contact_customer_service
where do i inform of errors with payment,payment_issue
I am trying to get in touch with customer service,contact_customer_service
can you help me speak to customer assistance?,contact_customer_service
I need assistance editing the address,change_shipping_address
"I am waiting for a refund of {{Currency Symbol}}{{Refund Amount}}, has it been porocessed?",track_refund
i cannot find anything about the early termination charges,check_cancellation_fee
I have troubles modifying my address,change_shipping_address
"the payment failed, I want to notify of issues",payment_issue
I need help speaking with customer support,contact_customer_service
help me to see what shipping options are available,delivery_options
I need to talk with customer assistance,contact_customer_service
I have to see in which cases can I request a reimbursement,check_refund_policy
I'm trying to see the early termination charge,check_cancellation_fee
I would like to cancel purchase {{Order Number}},cancel_order
problems with cancelling order {{Order Number}},cancel_order
i expect a compensation of {{Currency Symbol}}{{Refund Amount}} was it processed,track_refund
there are troubles editing my address,change_shipping_address
I have got to inform of an issue with online payments,payment_issue
where do i check the early termination charge,check_cancellation_fee
help me to inform of an issue with online payment,payment_issue
can I see the early termination fee?,check_cancellation_fee
I need assistance to check the status of my restitution,track_refund
i dont want order {{Order Number}},cancel_order
i did not get a payment confirmation could i report errors,payment_issue
is it possible to cancel purchase {{Order Number}}?,cancel_order
"I would like to talk with customer service, how to do it?",contact_customer_service
can you help me see what shipping options I have?,delivery_options
help me to inform of troubles with online payments,payment_issue
i have an trouble editing the address,change_shipping_address
shipments to {{Delivery City}},delivery_options
I can't find the early terminatuon penalty,check_cancellation_fee
I have to notify of a payment error,payment_issue
there is any updates on my rebate,track_refund
i need assistance to check the early terminaion charge,check_cancellation_fee
"I need to speak to customer support, can you help me?",contact_customer_service
cancellation penalty,check_cancellation_fee
what do I need to do to check the shipment options?,delivery_options
help me to cancel purchase {{Order Number}},cancel_order
I try to see in what cases can I ask for reimbursements,check_refund_policy
where do I check what hours I can call customer assistance?,contact_customer_service
I can't find anything about the cancellation charge,check_cancellation_fee
I want help to see the termination charges,check_cancellation_fee
help seeing in what situations can I request reimbursements,check_refund_policy
help seeing at what time i can contact customer assistance,contact_customer_service
how to see if there is anything new on my compensation,track_refund
can ya tell me about an address correction,change_shipping_address
I have to see in what situations can I ask to be reimbursed,check_refund_policy
help me notify of a payment issue,payment_issue
i expect a compensation of {{Refund Amount}} dollars,track_refund
want assistance checking my refund current status,track_refund
want assistance canceling purchase {{Order Number}},cancel_order
assistance speaking with customer support,contact_customer_service
"my address has changed, could you help me changing it?",change_shipping_address
deliverids to {{Delivery Country}},delivery_options
how can I see the early exit penalies?,check_cancellation_fee
i cannot check if there is anything new on the rebate,track_refund
i dont know what to do to track my rebate,track_refund
can I see at what time I can contact customer support?,contact_customer_service
help me to check in which cases can I request refunds,check_refund_policy
help to see in which cases can I ask for refunds,check_refund_policy
can you help me see my compensation status?,track_refund
I can't afford order {{Order Number}},cancel_order
i expect a refund of {{Refund Amount}} dollars,track_refund
I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},track_refund
help changing my delivery address,change_shipping_address
i expect a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
where to check at what time I can reach customer support?,contact_customer_service
check in what situations can I request a fucking refund,check_refund_policy
want help seeing what shipping methods uoffer,delivery_options
I expect an rebate of {{Refund Amount}} dollars,track_refund
I need assistance checking the methods for shipment,delivery_options
"the address changed, could I update it?",change_shipping_address
want assistance to check ur money back policy,check_refund_policy
"my address has changed, I want to edit it",change_shipping_address
what do i have to do to report an error with online payments,payment_issue
how do I see what shipping methods I can choose?,delivery_options
there are troubles trying to modify my dfelivery address,change_shipping_address
I need to check if there are any news on my compensation,track_refund
do you deliver to {{Delivery Country}}?,delivery_options
"I have to see my refund current status, will you help me?",track_refund
I'm waiting for a reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund
I don't know what to do to check your fucking refund policy,check_refund_policy
i do not know how to cancel order {{Order Number}},cancel_order
what do I need to do to talk to customer support?,contact_customer_service
I need help trying to update the shipping address,change_shipping_address
how do i check the early exit charge,check_cancellation_fee
can you help me see how long refunds take?,check_refund_policy
"I have got to cancel purchase {{Order Number}}, help me",cancel_order
could ya help me solving an error with payments,payment_issue
I want to know about correcting the address,change_shipping_address
i do not knwo how to cancel order {{Order Number}},cancel_order
I'm trying to see in which cases can i request refunds,check_refund_policy
how to track the reimbursement?,track_refund
i need assistance with canceling order {{Order Number}},cancel_order
check the early termination penalties,check_cancellation_fee
I don't know how I can check what shipping options you offer,delivery_options
I do not know what I need to do to contact customer service,contact_customer_service
"I have to see the methods for shipment, I need assistance",delivery_options
i need help seeing ur reimbursement policy,check_refund_policy
see in what situations can I ask to be refunded,check_refund_policy
where can I check what hourw I can call customer support?,contact_customer_service
need assistance trying to modify my delivery address,change_shipping_address
"I expect a compensation of {{Refund Amount}} dollars, was it processed",track_refund
check the current status of my compensation,track_refund
i dont know how to inform of a trouble with payment,payment_issue
"I expect a restitution of {{Currency Symbol}}{{Refund Amount}}, was it processed",track_refund
"I cannot make a transfer, how to notify of a payment issue?",payment_issue
where can I find information about changing my address?,change_shipping_address
I don't know how to check the cancellation penalty,check_cancellation_fee
I want assistance checking the early termination penalty,check_cancellation_fee
help to notify of an issue with payments,payment_issue
need help seeing in what cases can i ask for reimbursements,check_refund_policy
help to see in what cases can I request to be reimbursed,check_refund_policy
would it be possible to inform of a bloody payment error?,payment_issue
i need assistance canceling order {{Order Number}},cancel_order
want assistance to notify of an issue with payment,payment_issue
want help notifying of troubles with online payments,payment_issue
want assistance seeing in what cases can I request a refund,check_refund_policy
can i check at what time i can reach customer support,contact_customer_service
problem modifying delivery address,change_shipping_address
tell me about modifying  my address,change_shipping_address
help to see the early exit fee,check_cancellation_fee
where do i check what hours i can contact customer support,contact_customer_service
i have problems with  cancelling purchase {{Order Number}},cancel_order
i have aa trouble editing my delivery address,change_shipping_address
what do I need to do to speak to customer service?,contact_customer_service
help me check in which cases can I request a refund,check_refund_policy
is it possible to check if there are any news on my rebate?,track_refund
I can no longer pay for order {{Order Number}},cancel_order
want assistance cancelling order {{Order Number}},cancel_order
help seeing your refund policy,check_refund_policy
help to pseak to customer support,contact_customer_service
i want help checking in which cases can i ask for a refund,check_refund_policy
check at what time customer support available is,contact_customer_service
help with a shipping address modification,change_shipping_address
can you help me check your goddamn reimbursement policy?,check_refund_policy
I try to cancel purchase {{Order Number}},cancel_order
I am trying to cancel purchase {{Order Number}},cancel_order
I would like to track the restitution,track_refund
shipping to {{Delivery City}},delivery_options
can i sde the termination fee,check_cancellation_fee
I am waiting for a reimburswment of {{Currency Symbol}}{{Refund Amount}},track_refund
assistance checking the withdrawal penalty,check_cancellation_fee
od ya deliver to {{Delivery Country}},delivery_options
I have to see the withdrawal efe,check_cancellation_fee
assistance checking what hours i can reach customer sdupport,contact_customer_service
"I want to check what delivery options I have, how to do it?",delivery_options
want help to report a problem with payments,payment_issue
I have problems with the shipment methods,delivery_options
can i place an order from {{Delivery Country}},delivery_options
I don't know how to inform of issues with online payment,payment_issue
assistance to see what hours i can call customer service,contact_customer_service
I do not know what to do to notify of payment problems,payment_issue
can you help me to correct  the shipping address?,change_shipping_address
I want to update my address,change_shipping_address
"I need to notify of issues with online payments, help me",payment_issue
where could I see if there is anything new on my refund?,track_refund
"I am looking for the delivery methods, I need assistance",delivery_options
do ya ship toFinland,delivery_options
wanna contact customer assistance,contact_customer_service
do ya have an e-mail to contact customer support,contact_customer_service
I want to know if there is anything wrong with my refund,track_refund
i dont know how i can cancel order {{Order Number}},cancel_order
i do not know what to do to inform of problems with payments,payment_issue
I don't know what I need to do to see the shipping methods,delivery_options
can I talk with customer service?,contact_customer_service
can I order from {{Delivery Country}}?,delivery_options
i want help to see at what time i can reach customer service,contact_customer_service
there are troubles modifying my address,change_shipping_address
want assistance to cancel order {{Order Number}},cancel_order
I have a problem with canceling purchase {{Order Number}},cancel_order
I have got to cancel purchase {{Order Number}},cancel_order
could you help me notify of payment problems?,payment_issue
i want supports trying to update the shipping address,change_shipping_address
withdrawal penalties,check_cancellation_fee
can I place an order from {{Delivery Country}}?,delivery_options
I do not know how I can see the withdrawal fee,check_cancellation_fee
I want help notifying of problems with online payment,payment_issue
"I have entered a wrong address, I need help modifying it",change_shipping_address
help me solve troubles with payments,payment_issue
do you ship  to {{Delivery Country}}?,delivery_options
assistance to see the status of the rebate,track_refund
can uhelp me to see te early exit charges,check_cancellation_fee
"I submitted a wrong address by mistake, could I update it?",change_shipping_address
how to see what options for delivery you offer?,delivery_options
I cannot see your reimbursement policy,check_refund_policy
can I see at what time customer service available is?,contact_customer_service
where could I get information about updating my address?,change_shipping_address
where to know if there are any news on my compensation?,track_refund
is it possible toorder from {{Delivery City}},delivery_options
I have to see in what situations can I request refunds,check_refund_policy
I try to see if there are any news on the reimbursement,track_refund
I have issues modifying the delivery address,change_shipping_address
I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
I want help to cancel purchase {{Order Number}},cancel_order
II need to see your reimbursement policy,check_refund_policy
i can no longer arford purchase {{Order Number}},cancel_order
I would like to know about changing my delivery address,change_shipping_address
need help contacting customer service,contact_customer_service
check whatr hours I can call customer support,contact_customer_service
help me to cancel purchase {{Order Number}},cancel_order
i have problems editing my address,change_shipping_address
i want assistance to inform of problwms with payment,payment_issue
I don't know how I can inform of issues with payments,payment_issue
i try to correct the address,change_shipping_address
check withdrawal charge,check_cancellation_fee
I have to check the cancellation charge,check_cancellation_fee
help trying to modify the damn address,change_shipping_address
can you help me cancelling purchase {{Order Number}}?,cancel_order
I'm waiting for a compensation of {{Refund Amount}} dollars,track_refund
where do I see what options for delivery you offer?,delivery_options
is it possible to check the termination charge?,check_cancellation_fee
I need help notifying of payment problems,payment_issue
what do I need to do to cancel purchase {{Order Number}}?,cancel_order
canceling order {{Order Number}},cancel_order
how could icancel purchase {{Order Number}},cancel_order
i want assistance solving a problem with online payments,payment_issue
i need assistance to cancel purchase {{Order Number}},cancel_order
I'm waitng for a reimbursement of {{Currency Symbol}}{{Refund Amount}} has it been processed,track_refund
I'm waiting for an goddamn restitution of {{Refund Amount}} dollars,track_refund
what is the customer service mail,contact_customer_service
how to see the early termination charges?,check_cancellation_fee
i have problems with canceling order {{Order Number}},cancel_order
deliveries to {{Delivery City}},delivery_options
have problems with canceling purchase {{Order Number}},cancel_order
help speaking with customer support,contact_customer_service
can I contact customer assistance?,contact_customer_service
I do not know how to call customer service,contact_customer_service
help checking if there is anything new on the bloody rebate,track_refund
I'm waiting for a restitution of {{Refund Amount}} dollras,track_refund
see the status of the reimbursement,track_refund
"I bought some item, cancel order {{Order Number}}",cancel_order
I want assistance seeing the withdrawal fee,check_cancellation_fee
check in what situations can I request a reimbursement,check_refund_policy
assistance to see the termination charge,check_cancellation_fee
is it possible to order from {{Delivery Country}}?,delivery_options
could you help me see what methods for delivery are there?,delivery_options
help me cancelling purchase {{Order Number}},cancel_order
I am waiting for a reimbursement of {{Refund Amount}} dollars,track_refund
need assistance to speak to customer servkce,contact_customer_service
I try to see in what cases can I request a refund,check_refund_policy
i wan help to cancel purchase {{Order Number}},cancel_order
know if there is anything new on my rebate,track_refund
I do not know how I can get in touch with customer service,contact_customer_service
I want to know about a bloody shipping address modification,change_shipping_address
how can I check what hours I can contact customer service?,contact_customer_service
i have problems with cancelling purchase {{Order Number}},cancel_order
would it be possible to cancel purchase {{Order Number}}?,cancel_order
check refund status,track_refund
"I have to speak with customer support, can you help me?",contact_customer_service
i do not know what to do to track my compensation,track_refund
there are problems trying to update my address,change_shipping_address
can you help me check what shipment methods are there?,delivery_options
I want help to notify of errors with payments,payment_issue
how do I see your money back policy?,check_refund_policy
are there early termination penalties,check_cancellation_fee
I am looking for information about correcting my address,change_shipping_address
I cannot find the withdrawal penalty,check_cancellation_fee
i cant track my reimbursement,track_refund
i dont know how i could inform of an payment error,payment_issue
I need assistance trying to modify my delivery address,change_shipping_address
i need help to solve problems with online payment,payment_issue
want assistance seeing your money back policy,check_refund_policy
how could I see the shipment options?,delivery_options
"I have submitted a wrong address, help me editing it",change_shipping_address
"I need to talk with customer support, could I get some help?",contact_customer_service
I want to see my compensation current status,track_refund
i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund
is it possible to get in touch with customer support?,contact_customer_service
my delivery address has changed correct it,change_shipping_address
I want assistance to report problems with online payments,payment_issue
I need informarion about editing my delivery address,change_shipping_address
I am tring to see the early exit penalty,check_cancellation_fee
I need help to see in which situations can I request refunds,check_refund_policy
I don't know what I need to do to check the shipment options,delivery_options
i need help cancelling purchase {{Order Number}},cancel_order
I have got to report a trouble with online payment,payment_issue
help correcting my address,change_shipping_address
I do not know how I can track my rebate,track_refund
can uhelp me seeing the withdrawal charge,check_cancellation_fee
can you help me solve errors with payments?,payment_issue
do you deliver to {{Delivery City}} ?,delivery_options
I am waiting for an restitution of {{Refund Amount}} dollars,track_refund
I need help to see at what time I can reach customer service,contact_customer_service
I have got to check what methods for delivery you offer,delivery_options
help seeing in what cases can i request refunds,check_refund_policy
I don't know what to do to call customer service,contact_customer_service
i exepct a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
shipping to {{Delivery Country}},delivery_options
I am waiting for an restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
"I have got to call customer support, how could I do it?",contact_customer_service
i have to check in what cases can i ask for refunds,check_refund_policy
I don't know how I can check your refund policy,check_refund_policy
check at what time I can call customer service,contact_customer_service
I want help to edit the address,change_shipping_address
I am waiting for an refund of {{Currency Symbol}}{{Refund Amount}},track_refund
help seeing the early termination fees,check_cancellation_fee
wanna call cystomer assistance,contact_customer_service
can uhelp me cancelling order {{Order Number}},cancel_order
know if there is anything new on my restitution,track_refund
"I have to see the withdrawal penalties, help me",check_cancellation_fee
information about correcting the damn shipping address,change_shipping_address
is it possible to edit the bloody deliveryaddress,change_shipping_address
I am trying to check the options for shipping,delivery_options
need help checking in what cases can i request a refund,check_refund_policy
how to check ur refund policy,check_refund_policy
i exepct a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
help regarding payments,payment_issue
need to see in what cases can i request to be reimbursed,check_refund_policy
help me see in what situations can I request refunds,check_refund_policy
I need help talking to customer service,contact_customer_service
help deiting the address,change_shipping_address
I'm looking for the shipment methods help me find them,delivery_options
help to check what methods for delivery i have,delivery_options
ened support trying to change my address,change_shipping_address
I don't know how to update my delivery address,change_shipping_address
i have got to get in touch with customerservice,contact_customer_service
how much will ya charge me if i cancel the contract,check_cancellation_fee
where to check the restitution status?,track_refund
I want supports changing my sxhipping address,change_shipping_address
I want assistance to see the cancellation penalties,check_cancellation_fee
"I have to see the cancellation charges, help me",check_cancellation_fee
could ya help me cancel order {{Order Number}},cancel_order
I'm trying to report troubles with online  payment,payment_issue
waht assistance changing the address,change_shipping_address
"I purchased some product, cancel order {{Order Number}}",cancel_order
can i order from {{Delivery Country}},delivery_options
show me at what time I can contact customer support,contact_customer_service
"I would like to check the fucking delivery methods, help me",delivery_options
can you help me checking your reimbursement policy?,check_refund_policy
I have got to check what delivery methods are there,delivery_options
assistance to talk to customer support,contact_customer_service
I want help correcting my shipping address,change_shipping_address
I want assistance correcting the delivery address,change_shipping_address
"I need to speak to customer support, can I get some help?",contact_customer_service
"I cannot pay, help reporting goddamn problems with payments",payment_issue
I want to see at what time I can contact customer assistance,contact_customer_service
i neee help solving problems with payments,payment_issue
how much would ucharge me for breaking the contract,check_cancellation_fee
I can no longer pay for order {{Order Number}},cancel_order
"I need to check the options for shipping, how do I do it?",delivery_options
I am trying to see your reimbursement policy,check_refund_policy
problems with canceling purchase {{Order Number}},cancel_order
I am waiting for a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
I have problems changing my  address,change_shipping_address
I want assistance seeing the cancellation charge,check_cancellation_fee
reporting issues with payments,payment_issue
would it be possible to speak with customer support?,contact_customer_service
I can't see if there are any updates on my compensation,track_refund
"I have to inform of errors with payment, I need assistance",payment_issue
I am calling to see what delivery options you offer,delivery_options
i need assistance cancelling uprchase {{Order Number}},cancel_order
I expect a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
see the early exit fees,check_cancellation_fee
need help canceling purchase {{Order Number}},cancel_order
I'm waiting for a rebateof {{Currency Symbol}}{{Refund Amount}},track_refund
I exxpect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
I have troubles updating my delivery address,change_shipping_address
I want to see under what circumstances can I ask for refunds,check_refund_policy
show me in which cases can I request my money back,check_refund_policy
i want assistance to notify of a issue with payments,payment_issue
do you deliver to {{Delivery Country}}?,delivery_options
i want assistance reporting a problem with payment,payment_issue
would ugive me information about editing my delivery address,change_shipping_address
"I can't make transfers, help to inform of a payment issue",payment_issue
I would like to check if there are any news on the refund,track_refund
help me see in which situations cani ask to be refunded,check_refund_policy
"I would like to see my compensation status, how do I do it?",track_refund
is it possible to speak to goddamn customer service?,contact_customer_service
can you tell me more about correcting my shipping address?,change_shipping_address
what do I have to do to report problems with payment?,payment_issue
want help to  notify of a fucking error with payments,payment_issue
what do I need to do to call customer support?,contact_customer_service
iw it possible to get in touch with customer support,contact_customer_service
I want help to check the bloody shipment methods,delivery_options
I do not know what to do to see the withdrawal fee,check_cancellation_fee
can ya help me to notify of an error with online payment,payment_issue
I need help canceling purchase {{Order Number}},cancel_order
can uhelp me check at what time i can reach customer service,contact_customer_service
information about a delivery address correction,change_shipping_address
there is an error trying to update the shipping address,change_shipping_address
need assistance canceling order {{Order Number}},cancel_order
need help to see at what time i can call customer support,contact_customer_service
what shipping methods do I have?,delivery_options
I have to see the shipment options,delivery_options
I am trying to cancel order {{Order Number}},cancel_order
I am trying to cancel order {{Order Number}},cancel_order
give me information about editing my shipping address,change_shipping_address
I am waiting for a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
where do I report an error with online payment?,payment_issue
assistance canceling purchase {{Order Number}},cancel_order
how do Ispeak with customer service?,contact_customer_service
I do not know how to cancel order {{Order Number}},cancel_order
I need to see the goddamn cancellation fee,check_cancellation_fee
i try to inform of an error with online payments,payment_issue
is it possible to place na order from {{Delivery Country}},delivery_options
can you show me in which situations can I request refunds?,check_refund_policy
wanna know more about modifying my delivery address,change_shipping_address
"I have to see your refund policy, will you help me?",check_refund_policy
can I place an order from {{Delivery City}}?,delivery_options
I want assistance to cancel purchase {{Order Number}},cancel_order
i exepct a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
where do I see at what time I can reach customer service?,contact_customer_service
I'm trying to check what options for delivery are there,delivery_options
help seeing the early termination fee,check_cancellation_fee
need to see what hours i can reach customer support,contact_customer_service
I try to notify of an error with online payment,payment_issue
i expect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
help to see what hours I can contact customer support,contact_customer_service
i expect an rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
help me to check if there are nay news on the refund,track_refund
how to see at what time i can contact customer support,contact_customer_service
need help to notify of an issue with payments,payment_issue
is it possible to check the bloody early exit fee?,check_cancellation_fee
"I want to see the termination fees, can you help me?",check_cancellation_fee
how can i get information about updating my delivery address,change_shipping_address
I wantto see the termination charge,check_cancellation_fee
where can I see what shipping methods I can choose?,delivery_options
how can I check the withdrawal charges?,check_cancellation_fee
what do I have to do to notify of a problem with payments?,payment_issue
"the shipping address has changed, can you correct it?",change_shipping_address
i want assistance seeing the early exit charges,check_cancellation_fee
"I want to talk to customer assistance, will you help me?",contact_customer_service
help me check at what time i can contact cuswtomer support,contact_customer_service
wanna speak to customer support how can i do  it,contact_customer_service
I need help to see what hours I can call customer assistance,contact_customer_service
I want help informingof troubles with online payments,payment_issue
where can i report errors with onlinepayment,payment_issue
i have an issue trying to change my shipping address,change_shipping_address
what is the fee for canceling the contract?,check_cancellation_fee
I want help to check the cancellation penalty,check_cancellation_fee
I don't know what to do to check the options for delivery,delivery_options
wanna check ur money back guarantee how can  i do it,check_refund_policy
is it possible to place an order from {{Delivery Country}},delivery_options
how can I see what fucking shipment options are available?,delivery_options
can I check in what cases can I ask for a reimbursement?,check_refund_policy
I want assistance canceling order {{Order Number}},cancel_order
help informing of an error with online payments,payment_issue
i need assistance canceling order {{Order Number}},cancel_order
I am waiting for a rebate fo {{Refund Amount}} dollars,track_refund
help with cancelling purchase {{Order Number}},cancel_order
wanna see the early termination charge,check_cancellation_fee
how to see the reimbursement current status,track_refund
i expect a compensqtion of {{Refund Amount}} dollars,track_refund
"I cannot find the withdrawal penalty, I need help",check_cancellation_fee
need help to see in which cases can I ask for my money back,check_refund_policy
how can i inform of an error with payment,payment_issue
see early termination charges,check_cancellation_fee
I want assistance speaking to customer support,contact_customer_service
"I get an error when I try to make a payment, inform of it",payment_issue
help me check in which cases can I ask to be reimbursed,check_refund_policy
can you help me seeing in what cases can I request a refund?,check_refund_policy
I do not know how I can check theearly exit penalty,check_cancellation_fee
how to check at what time I can  contact customer service?,contact_customer_service
help me to inform of an error with payment,payment_issue
"I want to report errors with payment, can I get some help?",payment_issue
I don't know how to check the bloody shipping options,delivery_options
can I see if there are any updates on my rebate?,track_refund
can I check what hours customer assistance available is?,contact_customer_service
I don't know how to see the cancellation penalties,check_cancellation_fee
how can I check the termination charge?,check_cancellation_fee
check under what circumstances can I ask for my money back,check_refund_policy
help checking the status of the refund,track_refund
"I have ordered some article, cancel purchase {{Order Number}}",cancel_order
problems with cancelling order {{Order Number}},cancel_order
is it possible to ordet from {{Delivery Country}},delivery_options
"I have to modify the shipping address, could you help me?",change_shipping_address
need help seeing what hours i can contact customer service,contact_customer_service
help me to solve problems with online payment,payment_issue
"I can no longer afford order {{Order Number}}, cancel it",cancel_order
where to check the early termination fes,check_cancellation_fee
help me seeing the termination fees,check_cancellation_fee
where do I check the cancellation penalties ?,check_cancellation_fee
is it possible toorder from {{Delivery City}},delivery_options
"I need to check the cancellation penalties, can you help me?",check_cancellation_fee
need to check how long the goddamn refunds take help me,check_refund_policy
how can i see at what time i can contact customer service,contact_customer_service
can i check what hours i can contact customer service,contact_customer_service
i need assistance to check the cancellation fee,check_cancellation_fee
help checking what hours i can reach customer support,contact_customer_service
want help to check your damn money back guarantee,check_refund_policy
need help to notify of problems with payment,payment_issue
i need assistance to solve a problem with  payments,payment_issue
i cant see if there are any updates on the refund,track_refund
is it possible to order from {{Delivery City}}?,delivery_options
i have got to  talk to customer assistance how to do it,contact_customer_service
help me check your refund policy,check_refund_policy
talk to customer service,contact_customer_service
I do not know how I can see the early exit fee,check_cancellation_fee
can i check in which situations can i request a refund,check_refund_policy
i can no longer afford purchase {{Order Number}},cancel_order
can I see under which circumstances can I ask for refunds?,check_refund_policy
is it possible to cancel purchase {{Order Number}}?,cancel_order
i cannot find the early termination fees,check_cancellation_fee
ned help to see the early termination penalties,check_cancellation_fee
I am trying to see what options for delivery are there,delivery_options
I don't know what I have to do to update my delivery address,change_shipping_address
could you give me information about an address correction?,change_shipping_address
how to check what hours I can reach customer support?,contact_customer_service
where can I get information about an address correction ?,change_shipping_address
assistance seeing the methods for shipping,delivery_options
I want to know if there are any updates on my compensation,track_refund
I do not know how I can speak to customer support,contact_customer_service
I have to see in what cases can I request a reimbursement,check_refund_policy
I can no longer afford purchase {{Order Number}},cancel_order
how could I call customer service?,contact_customer_service
have a question about cancelling order {{Order Number}},cancel_order
"I have to check the early exit fees, can you help me?",check_cancellation_fee
i have a problem with a delivery address modification,change_shipping_address
i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund
I want helpto see your refund policy,check_refund_policy
i cant find anything about the cancellation fees,check_cancellation_fee
I try to see at what time I can reach customer assistance,contact_customer_service
